step,amount,type,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
605,1191.93,TRANSFER,1475.07,283.14,18662.59,19854.52,0
102,153.03,CASH_OUT,261.21,108.18,6682.13,6835.16,0
3,1564.36,DEBIT,3759.09,2194.73,8471.67,8471.67,0
629,3362.51,TRANSFER,3728.75,366.24,7449.59,10812.1,0
304,1736.82,CASH_OUT,2721.95,985.13,6079.05,7815.87,0
343,3354.14,TRANSFER,5762.83,2408.69,47776.18,51130.32,0
21,436.76,PAYMENT,224.99,0,6474.75,6474.75,0
124,6188.13,DEBIT,11196.72,5008.59,3800.75,3800.75,0
324,5450.46,PAYMENT,6558.24,1107.78,1014.21,1014.21,0
373,671.59,DEBIT,748.54,76.95,8030.26,8030.26,0
291,1740.44,TRANSFER,1896.43,155.99,35881.79,37622.23,1
2,637.62,TRANSFER,901.31,263.69,6094.3,6731.92,0
459,264,DEBIT,585.77,321.77,7997.81,7997.81,0
159,2470.18,CASH_OUT,1763.1,0,5673.12,8143.3,0
298,4997.04,CASH_OUT,6741.28,1744.24,870.39,5867.43,0
385,936.24,TRANSFER,1429.17,492.93,5615.22,6551.46,0
141,1841.66,TRANSFER,3350.33,1508.67,44210.32,46051.98,0
26,477.63,PAYMENT,822.46,344.83,4110.28,4110.28,0
637,4727.61,TRANSFER,8367.61,3640,27831.85,32559.46,0
293,720.25,DEBIT,1414.51,694.26,8511.74,8511.74,0
167,2203.53,CASH_OUT,1522.79,0,6238.59,8442.12,0
439,1767.72,CASH_OUT,1477.86,0,7368.74,9136.46,0
226,1281.7,PAYMENT,2013.19,731.49,1784.46,1784.46,0
655,524.37,CASH_OUT,478.42,0,6379.61,6903.98,0
590,2000.43,CASH_OUT,1234.08,0,1417.74,3418.17,0
320,294.38,CASH_IN,34757.23,35051.61,532.43,238.05,0
374,1181.43,DEBIT,2302.65,1121.22,158.21,158.21,0
280,275.84,CASH_IN,5205.48,5481.32,675.44,399.6,0
554,4719.84,CASH_OUT,9653.23,4933.39,2648.95,7368.79,0
741,4493.24,PAYMENT,3970.83,0,3233.72,3233.72,0
70,878,PAYMENT,560.91,0,5190.6,5190.6,0
642,2215.92,CASH_OUT,1417.89,0,6401.68,8617.6,0
230,1797.96,TRANSFER,3020.81,1222.85,11541.46,13339.42,0
58,810.94,CASH_IN,33474.35,34285.29,2423.31,1612.37,0
614,1632.91,CASH_OUT,3202.63,1569.72,4652.06,6284.97,0
264,1738.26,PAYMENT,1177.73,0,9616.66,9616.66,0
477,2343.4,PAYMENT,2113.44,0,5358.28,5358.28,0
446,1099.75,CASH_IN,41090.32,42190.07,1102.47,2.72,0
400,2187.72,DEBIT,4574.3,2386.58,9271.78,9271.78,0
237,256.28,CASH_OUT,627.46,371.18,200.26,456.54,0
248,1553.87,CASH_OUT,3393.76,1839.89,5209.58,6763.45,0
406,187.7,DEBIT,377.38,189.68,1277.13,1277.13,0
460,3047.78,CASH_IN,35437.23,38485.01,3268.2,220.42,0
481,516.88,CASH_IN,17083.73,17600.61,910.65,393.77,0
449,730.2,PAYMENT,944.85,214.65,4472.03,4472.03,0
196,4133.45,DEBIT,3404.01,0,7862.76,7862.76,0
143,9697.53,CASH_IN,42571.25,52268.78,13741.6,4044.07,0
239,1013.27,TRANSFER,1560.16,546.89,31397.5,32410.77,0
158,4208.05,CASH_OUT,9409.68,5201.63,8059.25,12267.3,0
7,727.76,PAYMENT,481.66,0,4029.8,4029.8,0
578,334.98,DEBIT,317.3,0,9573.23,9573.23,0
266,3458.35,PAYMENT,2645.81,0,8620.14,8620.14,0
164,1865.69,CASH_IN,6959.9,8825.59,5217.45,3351.76,0
238,385.35,CASH_IN,25128.3,25513.65,692.6,307.25,0
25,2196.07,TRANSFER,2463.47,267.4,23911.7,26107.77,0
537,530.37,CASH_OUT,350.01,0,7767.24,8297.61,0
128,1134.02,DEBIT,1274.22,140.2,5061.42,5061.42,0
658,651.78,PAYMENT,1435.8,784.02,3.33,3.33,0
43,1934,CASH_OUT,3481.98,1547.98,1520.25,3454.25,0
517,3036.19,CASH_IN,22990.02,26026.21,3389.38,353.19,0
690,120.03,CASH_OUT,226.87,106.84,9836.79,9956.82,0
83,375.26,PAYMENT,243.64,0,7826.96,7826.96,0
494,214.05,CASH_OUT,403.34,189.29,622.92,836.97,0
260,2006.82,CASH_IN,11444.73,13451.55,2940.58,933.76,0
380,732.3,CASH_OUT,1279.91,547.61,5270.41,6002.71,0
231,2578.01,DEBIT,5373.06,2795.05,4047.98,4047.98,0
483,917.97,CASH_OUT,1219.3,301.33,8275.38,9193.35,0
741,980.04,DEBIT,2379.19,1399.15,2485.8,2485.8,0
574,1314.03,CASH_OUT,707.45,0,2598.13,3912.16,0
650,2285.97,CASH_IN,9484.74,11770.71,5115.76,2829.79,0
13,25.39,TRANSFER,31.51,6.12,48793.69,48819.08,0
338,134.6,TRANSFER,140.34,5.74,18570.43,18705.03,0
497,1588.97,DEBIT,2238.47,649.5,8443.57,8443.57,0
183,324.25,DEBIT,244.61,0,8646.6,8646.6,0
624,2674.92,TRANSFER,3948.23,1273.31,18794.41,21469.33,0
436,3927.02,CASH_IN,19619.69,23546.71,11437.23,7510.21,0
625,6218.12,CASH_IN,39345.17,45563.29,10140.6,3922.48,0
129,3310.74,CASH_OUT,2161.36,0,2793.68,6104.42,0
242,79.37,DEBIT,182.83,103.46,4614.77,4614.77,0
715,1369.19,CASH_IN,19317.45,20686.64,2601.8,1232.61,0
79,4404.51,PAYMENT,6171.77,1767.26,8824.59,8824.59,0
581,2675.5,CASH_OUT,4078.65,1403.15,6802.28,9477.78,0
200,178.21,CASH_OUT,344.42,166.21,720.84,899.05,0
408,223.68,TRANSFER,231.64,7.96,25428.96,25652.64,0
232,872.6,DEBIT,953.81,81.21,3497.03,3497.03,0
399,5706.53,CASH_IN,39192.13,44898.66,9756.36,4049.83,0
442,208.16,CASH_IN,33015.14,33223.3,526.38,318.22,0
320,1105.33,CASH_OUT,735.3,0,5146.58,6251.91,0
337,701.38,DEBIT,1429.73,728.35,6246.64,6246.64,0
463,461.56,DEBIT,342.83,0,6150.13,6150.13,0
590,144.54,DEBIT,349.74,205.2,4782.55,4782.55,0
370,778.85,TRANSFER,876.39,97.54,23716.81,24495.66,0
374,1332.12,CASH_IN,46014.86,47346.98,2719.57,1387.45,0
288,2138.01,DEBIT,1616.74,0,3382.68,3382.68,0
402,509.79,TRANSFER,699.52,189.73,21603.84,22113.63,0
124,985.18,PAYMENT,815.11,0,2737.91,2737.91,0
725,2254.91,CASH_OUT,3364.54,1109.63,127.15,2382.06,0
122,3386.06,CASH_IN,43068.5,46454.56,9118.76,5732.7,1
233,1571.6,CASH_IN,31803.54,33375.14,2266.45,694.85,0
638,3691.3,CASH_OUT,7223.81,3532.51,7764.47,11455.77,0
236,111.73,PAYMENT,127.39,15.66,7531.87,7531.87,0
345,5542.6,TRANSFER,5781.89,239.29,8240.74,13783.34,0
541,2313.26,CASH_OUT,1581.67,0,9651.3,11964.56,0
463,1410.84,TRANSFER,2596.94,1186.1,36640.08,38050.92,0
683,2840.16,TRANSFER,4951.6,2111.44,30597.03,33437.19,0
630,1665.92,TRANSFER,2813.55,1147.63,43666.15,45332.07,0
367,4194.39,PAYMENT,5736.25,1541.86,1608.48,1608.48,0
186,19.75,PAYMENT,19.62,0,7264.62,7264.62,0
449,652.19,TRANSFER,778.68,126.49,43990.82,44643.01,0
491,745.82,DEBIT,1480.23,734.41,8151.18,8151.18,0
731,417.57,CASH_IN,17769.23,18186.8,1072.15,654.58,0
500,1486.34,PAYMENT,3264.14,1777.8,8399.64,8399.64,0
12,2739.75,DEBIT,2479.37,0,9580.73,9580.73,0
377,2269.76,DEBIT,4567.96,2298.2,8419.7,8419.7,0
70,4186.47,CASH_IN,49816.72,54003.19,7270.3,3083.83,0
381,2063.09,TRANSFER,3673.12,1610.03,10860.45,12923.54,0
154,994.6,DEBIT,1318.09,323.49,6956.18,6956.18,0
405,60,DEBIT,50.03,0,1813.19,1813.19,0
20,1030.42,DEBIT,2316.93,1286.51,5101.1,5101.1,0
515,135.1,TRANSFER,213.46,78.36,28074.23,28209.33,0
536,2257.91,TRANSFER,4075.5,1817.59,13491.04,15748.95,0
60,778.53,PAYMENT,1380.32,601.79,1490,1490,0
664,814.65,PAYMENT,1686.16,871.51,7076.81,7076.81,0
704,1470.17,DEBIT,1833.19,363.02,1223.77,1223.77,0
113,1139.39,TRANSFER,1240.34,100.95,11030.6,12169.99,0
476,2662.06,TRANSFER,5319.72,2657.66,46655.67,49317.73,0
161,1094.76,CASH_IN,31808.87,32903.63,2814.96,1720.2,0
399,1055.94,DEBIT,2301.53,1245.59,3838.33,3838.33,0
137,6005.01,PAYMENT,5439.77,0,5655.5,5655.5,0
138,815.47,CASH_IN,1309.84,2125.31,854.93,39.46,0
254,1767.09,TRANSFER,2999.94,1232.85,46480.85,48247.94,0
563,5650.59,PAYMENT,5755.65,105.06,4296.57,4296.57,0
581,3690.48,DEBIT,3218.85,0,8026.43,8026.43,0
74,5541.49,TRANSFER,9453.89,3912.4,31558.53,37100.02,0
638,2604.46,DEBIT,3888.26,1283.8,4368.51,4368.51,0
313,15.11,CASH_IN,2864.01,2879.12,21.92,6.81,0
364,291.87,CASH_IN,37568.75,37860.62,675.36,383.49,0
548,27.99,CASH_IN,14137.28,14165.27,30.49,2.5,0
342,607.83,CASH_OUT,604.16,0,9062.55,9670.38,0
632,7365.57,DEBIT,9151.09,1785.52,4288.87,4288.87,0
729,2999.57,CASH_IN,3268.31,6267.88,5924.58,2925.01,0
696,96.23,CASH_IN,30984.97,31081.2,204.39,108.16,0
533,1521.37,DEBIT,2011.54,490.17,3473.43,3473.43,0
639,541.43,CASH_IN,36622.44,37163.87,1135.18,593.75,0
472,1643.73,DEBIT,3901.63,2257.9,522.58,522.58,0
492,3100.63,TRANSFER,5036.74,1936.11,24724.06,27824.69,0
21,593.85,DEBIT,1073.89,480.04,1980.98,1980.98,0
305,1247.99,DEBIT,3050.1,1802.11,6085.27,6085.27,0
445,243.29,CASH_OUT,195.24,0,2253.17,2496.46,0
490,187.07,TRANSFER,314.98,127.91,27255.28,27442.35,0
664,244.81,CASH_OUT,543.55,298.74,7228.14,7472.95,0
681,3138.55,CASH_IN,27441.93,30580.48,6985.79,3847.24,0
494,1227.09,DEBIT,1803.08,575.99,1657.75,1657.75,0
514,2183.41,TRANSFER,2655.22,471.81,4878.13,7061.54,0
144,1062.26,CASH_OUT,1914.14,851.88,5454.32,6516.58,0
344,3093.65,DEBIT,2239.41,0,3559.73,3559.73,0
611,107.71,PAYMENT,223.24,115.53,2013.64,2013.64,0
391,4114.57,CASH_OUT,6540.91,2426.34,7584.25,11698.82,0
214,37.22,TRANSFER,41.92,4.7,32981.47,33018.69,0
628,4090.36,CASH_OUT,3998.7,0,4512.39,8602.75,0
58,2779.43,CASH_OUT,4491.45,1712.02,5525.14,8304.57,0
254,843.16,CASH_OUT,897.85,54.69,3907.28,4750.44,0
227,223.92,CASH_IN,32839.01,33062.93,592.09,368.17,0
178,197.13,PAYMENT,272.46,75.33,1956.09,1956.09,1
268,1482.86,TRANSFER,1908.65,425.79,39642.72,41125.58,0
164,648.15,TRANSFER,850.6,202.45,32133.73,32781.88,0
238,1523.98,TRANSFER,1764.7,240.72,34794.96,36318.94,0
268,364.13,DEBIT,628.83,264.7,3631.01,3631.01,0
283,649.43,TRANSFER,1288.16,638.73,7035.58,7685.01,0
129,68.91,TRANSFER,93.97,25.06,36631.76,36700.67,0
688,331,PAYMENT,456.99,125.99,6152.98,6152.98,0
544,251.32,DEBIT,497.48,246.16,3196.67,3196.67,0
129,1082.75,DEBIT,2672.47,1589.72,6679.2,6679.2,0
269,781.2,CASH_OUT,1948.43,1167.23,9797.82,10579.02,0
571,355.03,CASH_IN,630.38,985.41,752.49,397.46,0
353,60.61,DEBIT,130.06,69.45,2097.53,2097.53,0
645,7259.01,DEBIT,8519.76,1260.75,2964.9,2964.9,0
486,1557.51,PAYMENT,2991.18,1433.67,3143.5,3143.5,0
395,4632.26,TRANSFER,7650.96,3018.7,15703.04,20335.3,0
728,1364.28,DEBIT,2942.07,1577.79,3352.08,3352.08,0
277,240.69,DEBIT,162.31,0,7190.77,7190.77,0
675,307.24,CASH_IN,17397.07,17704.31,583.97,276.73,0
314,1903.68,PAYMENT,2609.97,706.29,5772.5,5772.5,0
273,3684.34,CASH_IN,23564.36,27248.7,10899.05,7214.71,0
289,270.96,DEBIT,501.91,230.95,3251.04,3251.04,0
248,145.37,DEBIT,123.53,0,8557.37,8557.37,1
124,9594.3,PAYMENT,6191.6,0,770.78,770.78,0
579,2370.32,CASH_OUT,3615.47,1245.15,3053.11,5423.43,0
191,142.93,CASH_OUT,289.62,146.69,4083.06,4225.99,0
654,4679.66,DEBIT,4518.33,0,8073.96,8073.96,0
207,603.99,DEBIT,1397.87,793.88,6707.32,6707.32,0
407,371.45,CASH_IN,19487.97,19859.42,653.38,281.93,0
142,3999.51,CASH_IN,27332.41,31331.92,7042.34,3042.83,0
542,3243.56,CASH_IN,23953.5,27197.06,3360.33,116.77,0
424,2694.41,TRANSFER,5168.08,2473.67,14001.87,16696.28,0
83,7208.34,DEBIT,15512.91,8304.57,6993.15,6993.15,0
284,37.34,TRANSFER,73.29,35.95,36333.55,36370.89,0
636,3537.8,CASH_OUT,3760.83,223.03,8727.54,12265.34,0
398,493.93,DEBIT,365.75,0,683.41,683.41,0
465,554.86,DEBIT,291.2,0,4687.68,4687.68,0
89,3481.63,PAYMENT,2257.77,0,2263.51,2263.51,0
334,2719.86,DEBIT,1621.81,0,9028.95,9028.95,0
514,2205.06,CASH_OUT,3718.71,1513.65,8923.02,11128.08,0
127,1968.94,DEBIT,3076.73,1107.79,8381.52,8381.52,0
432,71.57,TRANSFER,113.28,41.71,49771.88,49843.45,0
562,1704.58,DEBIT,3098.33,1393.75,2523.07,2523.07,0
684,245.18,TRANSFER,268.19,23.01,45481.34,45726.52,0
324,4059.28,CASH_IN,3234.34,7293.62,11819.2,7759.92,0
8,1458.33,CASH_IN,21521.37,22979.7,2382.76,924.43,0
588,1249.86,PAYMENT,968.7,0,3408.16,3408.16,0
605,375.06,DEBIT,898.73,523.67,4452.46,4452.46,0
505,2426.58,CASH_IN,11871.67,14298.25,4913.16,2486.58,0
540,534.63,CASH_IN,39337.52,39872.15,1572.63,1038,0
492,6013.82,PAYMENT,10231.32,4217.5,7435.94,7435.94,0
584,2011.81,PAYMENT,1291.31,0,2543.92,2543.92,0
573,1280.19,DEBIT,756.97,0,1400.24,1400.24,0
380,1269.41,TRANSFER,1841.24,571.83,23648.57,24917.98,0
424,1269.79,DEBIT,1771.28,501.49,4742.88,4742.88,0
689,1454.71,TRANSFER,1462.72,8.01,383.2,1837.91,0
190,3584.32,PAYMENT,7841.95,4257.63,2849.08,2849.08,0
341,1155.42,CASH_OUT,1082.65,0,3967.97,5123.39,0
382,651.97,DEBIT,1390.89,738.92,2845.62,2845.62,0
529,242.71,CASH_OUT,288.93,46.22,5074.12,5316.83,0
41,61.23,TRANSFER,102.59,41.36,2242.68,2303.91,0
333,5303.21,DEBIT,4403.83,0,3898.72,3898.72,1
19,1059.73,CASH_OUT,2453.51,1393.78,7140.33,8200.06,0
268,2246.45,CASH_OUT,2456.39,209.94,7184.29,9430.74,0
250,2556.91,DEBIT,5691.07,3134.16,21.04,21.04,0
670,596.75,CASH_OUT,369.42,0,6037.95,6634.7,0
658,244.18,DEBIT,309.54,65.36,4562.37,4562.37,0
594,194.65,CASH_OUT,329.47,134.82,5495.84,5690.49,0
113,148.31,PAYMENT,97.94,0,3547.71,3547.71,0
105,2080.46,DEBIT,4735.29,2654.83,5986.92,5986.92,0
210,300.02,PAYMENT,219.46,0,1543.22,1543.22,0
84,2032.54,CASH_IN,37049.06,39081.6,4187,2154.46,0
387,1528,PAYMENT,1198.37,0,117.07,117.07,0
268,700.23,CASH_OUT,1030.74,330.51,5772,6472.23,0
357,263.5,TRANSFER,410.7,147.2,17158.37,17421.87,0
279,3394.52,PAYMENT,2154.74,0,3873.93,3873.93,0
107,1125,PAYMENT,2076.67,951.67,2753.81,2753.81,0
634,1785.59,PAYMENT,1700.88,0,3842.4,3842.4,0
195,3898.7,TRANSFER,7472.39,3573.69,21549.26,25447.96,0
360,4409.23,TRANSFER,4463.51,54.28,18502.62,22911.85,0
118,2446.54,PAYMENT,4591.69,2145.15,3745.53,3745.53,0
440,363.15,CASH_IN,32287.03,32650.18,395.67,32.52,0
193,5862.55,TRANSFER,7854.46,1991.91,25861.97,31724.52,0
419,833.86,TRANSFER,893.66,59.8,20481.44,21315.3,0
576,1862.69,TRANSFER,2541.82,679.13,10894.63,12757.32,0
204,1641.55,DEBIT,1166.35,0,1673.6,1673.6,0
434,1330.47,PAYMENT,738.51,0,5054.55,5054.55,0
75,292.88,CASH_IN,4965.11,5257.99,415.22,122.34,0
363,983,TRANSFER,1140.3,157.3,1167.6,2150.6,0
125,1227.91,DEBIT,1324.29,96.38,9000.83,9000.83,0
125,926.33,CASH_OUT,1157.55,231.22,4740.06,5666.39,0
646,1848.35,CASH_OUT,3980.26,2131.91,9840.13,11688.48,0
77,1868.27,TRANSFER,2151.47,283.2,1546.88,3415.15,0
736,833.2,CASH_IN,27070.38,27903.58,1090.07,256.87,0
305,1520.67,CASH_IN,8416.85,9937.52,2271.6,750.93,0
343,1162.21,PAYMENT,1283.85,121.64,2593.35,2593.35,1
563,391.01,TRANSFER,589.43,198.42,33869.37,34260.38,0
533,6788.49,CASH_OUT,10966.25,4177.76,3472.77,10261.26,0
604,1750.26,PAYMENT,4374.65,2624.39,1505.21,1505.21,0
139,465.64,CASH_IN,39119.42,39585.06,1149.74,684.1,0
104,789.53,PAYMENT,1646.2,856.67,4614.46,4614.46,0
520,81.52,CASH_OUT,118.29,36.77,5430.25,5511.77,0
659,284.99,CASH_IN,29650.73,29935.72,626.48,341.49,0
685,1227.7,DEBIT,707.11,0,7458.6,7458.6,0
487,267.65,DEBIT,558.97,291.32,2757.68,2757.68,0
558,71.14,TRANSFER,140.12,68.98,47455.61,47526.75,0
666,7926.3,PAYMENT,11626.41,3700.11,8635.48,8635.48,0
695,942.06,CASH_IN,14289.18,15231.24,1324.96,382.9,0
216,1165.01,TRANSFER,1870.72,705.71,45936.74,47101.75,0
499,1723.09,PAYMENT,3844.48,2121.39,9807.39,9807.39,0
82,1173.02,CASH_OUT,1999.1,826.08,5914.07,7087.09,0
365,1295.37,CASH_IN,49806.15,51101.52,1449.45,154.08,0
337,3755.23,PAYMENT,8585.13,4829.9,624.58,624.58,0
323,1190.57,CASH_IN,25521.62,26712.19,2682.57,1492,0
287,2649.74,PAYMENT,5366.23,2716.49,9292.57,9292.57,0
726,2566.36,CASH_OUT,4837.76,2271.4,1344.35,3910.71,0
126,2069.29,CASH_IN,40989.89,43059.18,3449.12,1379.83,0
547,474.23,DEBIT,1145.22,670.99,88.63,88.63,0
19,448.92,CASH_OUT,1117.5,668.58,898.12,1347.04,0
542,29.84,PAYMENT,58.96,29.12,8341.45,8341.45,0
1,144.06,CASH_IN,283.29,427.35,414.05,269.99,0
188,2150.05,CASH_OUT,4369.4,2219.35,8459.21,10609.26,0
194,221.53,PAYMENT,287.59,66.06,7231.49,7231.49,0
384,2326.7,DEBIT,1277.35,0,3061.37,3061.37,0
584,236.31,DEBIT,500.14,263.83,9476.88,9476.88,0
290,13.21,PAYMENT,9.27,0,8689.44,8689.44,0
66,160.95,DEBIT,241.63,80.68,7945.16,7945.16,0
656,1302.17,CASH_OUT,1029.23,0,7101.1,8403.27,0
184,700.94,DEBIT,676.24,0,2810.04,2810.04,0
215,5297.59,TRANSFER,7443.66,2146.07,45305.55,50603.14,0
733,1751.57,DEBIT,3826.24,2074.67,5489.8,5489.8,0
670,7725.67,TRANSFER,12388.06,4662.39,17890.7,25616.37,0
313,2852,CASH_IN,9392.14,12244.14,6957.69,4105.69,1
544,1194.31,CASH_OUT,1996.56,802.25,6247.84,7442.15,0
564,2028.21,CASH_IN,26313.92,28342.13,3907.03,1878.82,0
53,3259.86,CASH_IN,27625.05,30884.91,6651.22,3391.36,0
205,4973.82,DEBIT,9655.73,4681.91,4014.46,4014.46,0
290,288.34,DEBIT,507.22,218.88,543.32,543.32,1
716,1030.82,DEBIT,727.24,0,1890.4,1890.4,0
154,2511.8,CASH_IN,29674.29,32186.09,7011.57,4499.77,0
88,3657.91,CASH_OUT,1856.9,0,2468.24,6126.15,0
157,5345.04,CASH_OUT,11510.17,6165.13,1299.3,6644.34,0
137,3700.35,TRANSFER,4859.85,1159.5,39446.62,43146.97,0
141,1098.69,PAYMENT,1378.45,279.76,9363.21,9363.21,0
691,188.06,CASH_OUT,352.43,164.37,4938.14,5126.2,0
729,2434.83,DEBIT,1238.66,0,1669.53,1669.53,0
235,2196.54,TRANSFER,4318.5,2121.96,38051.89,40248.43,0
452,2425.95,DEBIT,2659.09,233.14,1053.65,1053.65,0
723,2067.49,CASH_IN,2409.3,4476.79,3556.29,1488.8,0
304,973.66,CASH_IN,43291.01,44264.67,1900.52,926.86,0
496,469.62,DEBIT,581.11,111.49,3698.13,3698.13,0
455,2919.31,CASH_OUT,3891.47,972.16,8221.8,11141.11,0
31,2544.46,PAYMENT,3161.04,616.58,8697.63,8697.63,0
100,2266.25,DEBIT,3887.76,1621.51,2953.01,2953.01,0
728,5342.72,CASH_OUT,4014.78,0,7370.97,12713.69,0
326,2071.33,TRANSFER,2889.78,818.45,35660.34,37731.67,0
438,1732.08,DEBIT,1161.68,0,430.07,430.07,0
525,120.7,TRANSFER,134.16,13.46,25793.1,25913.8,0
44,211.43,CASH_OUT,396.66,185.23,2418.89,2630.32,0
102,824,CASH_OUT,443.85,0,1243.68,2067.68,0
138,64.85,CASH_OUT,127.91,63.06,3302.43,3367.28,0
182,621.33,CASH_OUT,1211.42,590.09,8776.47,9397.8,0
378,1464.91,CASH_IN,33877.11,35342.02,2378.61,913.7,0
156,622.91,CASH_OUT,585.29,0,1315.18,1938.09,0
502,35.19,CASH_IN,38507.91,38543.1,92,56.81,0
674,402.15,PAYMENT,551.35,149.2,3320.99,3320.99,0
665,2967.86,CASH_IN,25898.03,28865.89,5034.06,2066.2,0
638,1691.96,TRANSFER,2653.15,961.19,33150.37,34842.33,0
647,4229.15,PAYMENT,7828.83,3599.68,5469.63,5469.63,0
225,1864.55,TRANSFER,2407.4,542.85,10354.75,12219.3,0
59,722.7,DEBIT,456.31,0,2282.35,2282.35,0
610,1850.11,DEBIT,2676.74,826.63,597.16,597.16,0
218,1746.55,CASH_IN,49510.44,51256.99,2581.96,835.41,0
608,2106.12,TRANSFER,3463.71,1357.59,28064.68,30170.8,0
278,911.41,DEBIT,866.53,0,1958.33,1958.33,0
362,4529.17,DEBIT,9938.76,5409.59,3151.47,3151.47,0
339,318.9,DEBIT,676.78,357.88,6359.55,6359.55,0
412,2060.02,PAYMENT,4366.67,2306.65,9473.95,9473.95,0
102,687.4,PAYMENT,989.84,302.44,8901.41,8901.41,0
489,2343.36,CASH_OUT,4405.97,2062.61,9306.07,11649.43,0
596,1994.49,TRANSFER,2887.37,892.88,6713.74,8708.23,0
422,1509.6,DEBIT,1485.12,0,5006.04,5006.04,1
277,6557.73,TRANSFER,10629.48,4071.75,46433.01,52990.74,0
446,1232.13,CASH_OUT,1962.97,730.84,4328.16,5560.29,0
734,1646.94,CASH_IN,43198.08,44845.02,3232.39,1585.45,0
493,103.54,CASH_OUT,226.47,122.93,9811.93,9915.47,0
333,1499.3,DEBIT,1924.68,425.38,6591.14,6591.14,0
681,439.62,CASH_IN,47571.49,48011.11,1314.3,874.68,0
699,7942.82,CASH_IN,28476.99,36419.81,12065.81,4122.99,0
601,5037.2,CASH_OUT,4292.66,0,2139.57,7176.77,0
154,29.58,DEBIT,63.86,34.28,7321.23,7321.23,0
125,5755.18,CASH_IN,48006.78,53761.96,11757.37,6002.19,0
450,6826.69,CASH_OUT,8776.31,1949.62,8542.22,15368.91,0
478,2535.05,CASH_OUT,2521.57,0,6406.15,8941.2,0
39,3041.56,DEBIT,7361.6,4320.04,7635.79,7635.79,0
93,1382.88,CASH_OUT,724.91,0,90.38,1473.26,0
613,947.37,CASH_OUT,1519.56,572.19,8047.53,8994.9,0
728,3302.35,CASH_OUT,2826.07,0,5146.84,8449.19,0
603,586.58,TRANSFER,730.77,144.19,20138.22,20724.8,0
653,1.89,PAYMENT,4.35,2.46,1538.07,1538.07,0
247,5040.77,TRANSFER,10047.54,5006.77,2245.56,7286.33,0
605,1314.82,CASH_OUT,2328.4,1013.58,907.22,2222.04,0
606,5013.5,PAYMENT,12041.71,7028.21,5771.23,5771.23,0
718,1946.93,CASH_IN,49622.11,51569.04,3451.22,1504.29,0
693,889.14,TRANSFER,1472.98,583.84,12019.95,12909.09,0
58,4197.93,TRANSFER,8288.28,4090.35,1375.96,5573.89,0
315,500.11,TRANSFER,519.58,19.47,1800.94,2301.05,0
401,321.76,DEBIT,598.18,276.42,2248.9,2248.9,0
580,1743.74,CASH_OUT,2394.55,650.81,5800.89,7544.63,0
99,791.05,CASH_IN,41982.98,42774.03,1018.58,227.53,0
199,4491.41,CASH_IN,47322.83,51814.24,12509.1,8017.69,0
405,2881.3,CASH_IN,41158.04,44039.34,8003.6,5122.3,0
628,458.47,CASH_OUT,463.34,4.87,2956.95,3415.42,0
112,3863.46,PAYMENT,3531.79,0,711.58,711.58,0
271,4233.15,TRANSFER,6180.41,1947.26,4752.65,8985.8,0
283,3614.66,CASH_OUT,4208.85,594.19,6936.18,10550.84,0
536,870.59,TRANSFER,1588.64,718.05,25782.97,26653.56,0
433,1550.12,CASH_OUT,1650.79,100.67,4252.28,5802.4,0
581,995.58,TRANSFER,1539.86,544.28,26601.08,27596.66,0
509,1078.65,CASH_OUT,1666.54,587.89,546.34,1624.99,0
650,448.69,PAYMENT,407.03,0,100.91,100.91,0
212,524.81,CASH_IN,73.69,598.5,1290.34,765.53,0
38,2632.48,TRANSFER,4318.94,1686.46,20797.2,23429.68,0
343,1882.33,CASH_OUT,4314.45,2432.12,8180.27,10062.6,0
112,3395.13,PAYMENT,2930.77,0,3709.41,3709.41,0
379,15386.68,PAYMENT,20179.67,4792.99,2204.88,2204.88,0
22,1000.1,CASH_IN,29531.89,30531.99,2322.26,1322.16,0
571,1071.47,CASH_OUT,2151.15,1079.68,206.71,1278.18,0
162,3035.01,TRANSFER,4806.77,1771.76,47611.09,50646.1,0
10,1316.05,DEBIT,1610.08,294.03,9492.09,9492.09,1
111,2507.5,PAYMENT,5060.16,2552.66,1025.16,1025.16,0
191,1423.18,PAYMENT,1762.7,339.52,9329.25,9329.25,0
88,347.39,CASH_IN,9009.79,9357.18,415.64,68.25,0
198,5077.48,CASH_OUT,9592.33,4514.85,7289.81,12367.29,0
638,846.03,DEBIT,475.23,0,518.95,518.95,0
73,848.28,DEBIT,993.52,145.24,9785.25,9785.25,0
515,254.11,DEBIT,515.7,261.59,6710.55,6710.55,0
109,5879.35,CASH_OUT,8775.03,2895.68,3805.18,9684.53,0
100,3086.48,TRANSFER,5353.33,2266.85,19217.75,22304.23,0
43,3653.67,PAYMENT,1910.27,0,7037,7037,0
270,3707.56,CASH_OUT,2576.86,0,5589.81,9297.37,0
168,107.1,DEBIT,161.68,54.58,7184.54,7184.54,0
390,253.24,PAYMENT,613.61,360.37,7144.11,7144.11,0
659,1011.2,PAYMENT,771.98,0,8652.96,8652.96,0
660,2262.15,DEBIT,3958.89,1696.74,3165.5,3165.5,0
22,2234.77,DEBIT,4678.18,2443.41,2504.68,2504.68,0
375,1697.08,PAYMENT,3675.3,1978.22,9060.87,9060.87,0
